indicator,country,countryiso3code,date,value,unit,obs_status,decimal
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2013,6797.77494784376,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2012,6435.5646722667,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2011,6100.25100998477,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2010,5760.80511957973,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2009,5439.55068124018,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2008,5115.64391465755,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2007,4764.56391427679,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2006,4413.72281227405,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2005,4160.95512970835,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2004,3939.53039815001,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2003,3711.77853054539,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2002,3604.69346202628,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2001,3509.72863761804,,,0
"GDP per capita, PPP (constant 2021 international $)",Uzbekistan,UZB,2000,3410.65044992005,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2023,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2022,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2021,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2020,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2019,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2018,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2017,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2016,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2015,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2014,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2013,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2012,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2011,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2010,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2009,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2008,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2007,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2006,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2005,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2004,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2003,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2002,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2001,,,,0
"GDP per capita, PPP (constant 2021 international $)","Venezuela, RB",VEN,2000,,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2023,13491.879417397,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2022,12930.2562185687,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2021,12048.9019935536,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2020,11851.3965685649,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2019,11628.6139147451,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2018,10936.8937859558,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2017,10290.5487142244,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2016,9743.1882231455,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2015,9248.02396069622,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2014,8751.88280634375,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2013,8324.19871250047,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2012,7979.86828926858,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2011,7652.61895672271,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2010,7274.73310698016,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2009,6914.33863589545,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2008,6659.13561432065,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2007,6418.54381402878,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2006,6098.24495436514,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2005,5776.36304451268,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2004,5421.09702829121,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2003,5090.28990869885,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2002,4809.62151118535,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2001,4570.26846577385,,,0
"GDP per capita, PPP (constant 2021 international $)",Viet Nam,VNM,2000,4349.22348751462,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2023,3442.25132658294,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2022,3323.1219315624,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2021,3184.78545138737,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2020,2987.26982296616,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2019,3294.80608355087,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2018,3572.98358928518,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2017,3453.50970838715,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2016,3366.34428993248,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2015,3382.92313299242,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2014,3360.55217283312,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2013,3357.12826908481,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2012,3299.25984716144,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2011,2897.10091885505,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2010,2572.76999242178,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2009,2152.79528477552,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2008,1949.03642916443,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2007,2395.99073035675,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2006,2519.82935910755,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2005,2642.17436757019,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2004,2828.84558050206,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2003,3036.05574879927,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2002,3701.45807849115,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2001,4102.08670475568,,,0
"GDP per capita, PPP (constant 2021 international $)",Zimbabwe,ZWE,2000,4071.02200147984,,,0
