Country,ISO3,Year,Health_Expenditure,Dependency_Ratio
Nicaragua,NIC,2019,8.50037098,56.0113131029246
Nicaragua,NIC,2020,8.58996105,55.2388559468015
Nigeria,NGA,2000,3.1973834,87.8803537652729
Nigeria,NGA,2001,3.18946862,87.8660990232171
Nigeria,NGA,2002,2.49063969,87.9887566173429
Nigeria,NGA,2003,5.05360985,88.2016466613452
Nigeria,NGA,2004,4.63368416,88.4323064270027
Nigeria,NGA,2005,4.46591949,88.7013602682499
Nigeria,NGA,2006,4.25775146,89.0370331032741
Nigeria,NGA,2007,3.90997243,89.3717479065226
Nigeria,NGA,2008,3.69581532,89.7010850655611
Nigeria,NGA,2009,3.5801971,90.01512867819
Nigeria,NGA,2010,3.29653287,90.2349884259357
Nigeria,NGA,2011,3.32077932,90.3493899125583
Nigeria,NGA,2012,3.35984254,90.3779963318547
Nigeria,NGA,2013,3.4206934,90.2972750019224
Nigeria,NGA,2014,3.34840417,90.092940117399
Nigeria,NGA,2015,3.58194995,89.7206263682148
Nigeria,NGA,2016,3.64773679,89.0622854601106
Nigeria,NGA,2017,3.74762511,88.1255756898501
Nigeria,NGA,2018,3.09069347,87.0562828519935
Nigeria,NGA,2019,2.98547053,85.8794318634782
Nigeria,NGA,2020,3.38063431,84.5258373117038
Pakistan,PAK,2000,2.48079324,87.8265663645158
Pakistan,PAK,2001,2.33959723,86.5773622162083
Pakistan,PAK,2002,2.42219901,85.5449528888916
Pakistan,PAK,2003,2.10399199,84.4400864362812
Pakistan,PAK,2004,2.03666282,83.0037628777389
Pakistan,PAK,2005,2.37323904,81.4989219399268
Pakistan,PAK,2006,2.73132491,80.100024981889
Pakistan,PAK,2007,2.62370729,78.616390172067
Pakistan,PAK,2008,2.56806731,77.3059146807243
Pakistan,PAK,2009,2.49995875,76.3243708555709
Pakistan,PAK,2010,2.42967653,75.5364234270318
Pakistan,PAK,2011,2.23121333,75.0100380395422
Pakistan,PAK,2012,2.22185278,74.7398435909083
Pakistan,PAK,2013,2.4164784,74.6202486526627
Pakistan,PAK,2014,2.48899078,74.4256172449709
Pakistan,PAK,2015,2.49493265,74.161810917677
Pakistan,PAK,2016,2.57026362,73.9138783908976
Pakistan,PAK,2017,2.7863009,73.5768238017572
Pakistan,PAK,2018,2.82844949,73.1024168008764
Pakistan,PAK,2019,2.84736943,72.6314584931864
Pakistan,PAK,2020,2.95273018,72.0651682830605
Peru,PER,2000,4.41482639,64.0029073497459
Peru,PER,2001,4.72161007,62.9840392352179
Peru,PER,2002,4.93902588,62.0588640528885
Peru,PER,2003,4.58703804,61.2360977253486
Peru,PER,2004,4.42972279,60.519573375419
Peru,PER,2005,4.66598511,59.9218464564285
Peru,PER,2006,4.409585,59.4213281709725
Peru,PER,2007,4.42611313,58.9908779480438
Peru,PER,2008,4.53154564,58.4861812206581
Peru,PER,2009,4.96264839,57.915054074934
Peru,PER,2010,4.71338701,57.4065110598485
Peru,PER,2011,4.53380108,56.9732555404503
Peru,PER,2012,4.7344017,56.6078305489283
Peru,PER,2013,4.72346115,56.2690728263129
Peru,PER,2014,4.93103409,55.9260526415525
Peru,PER,2015,4.92147398,55.5249961792269
Peru,PER,2016,4.91142178,55.0315226387303
Peru,PER,2017,4.82783127,54.4342798477223
Peru,PER,2018,5.09981441,53.5702959648924
Peru,PER,2019,5.1381588,52.7058864277693
Peru,PER,2020,6.36273861,52.0259679366878
Philippines,PHL,2000,3.05512357,72.936876606391
Philippines,PHL,2001,2.84775972,71.8430200888632
Philippines,PHL,2002,2.63767385,70.8905082045512
Philippines,PHL,2003,3.07663488,69.8842742816374
Philippines,PHL,2004,3.0468533,68.8601701921728
Philippines,PHL,2005,3.74253035,67.8557797530439
Philippines,PHL,2006,3.77762938,67.0134961718752
Philippines,PHL,2007,3.75318074,66.2081132680944
Philippines,PHL,2008,3.86315918,65.4578959893668
Philippines,PHL,2009,4.16451931,64.7322063281476
Philippines,PHL,2010,4.13107872,63.7943677675165
Philippines,PHL,2011,4.02518559,62.9060289047957
Philippines,PHL,2012,4.17709208,62.0255491999165
Philippines,PHL,2013,4.27408695,61.1835246269493
Philippines,PHL,2014,3.70313668,60.4579386236435
Philippines,PHL,2015,3.8982749,59.5211985547012
Philippines,PHL,2016,3.95484328,58.4031241305213
Philippines,PHL,2017,3.96042776,57.3664779049531
Philippines,PHL,2018,3.9538188,56.4951142171875
Philippines,PHL,2019,4.16646004,55.745826525598
Philippines,PHL,2020,5.16214037,54.8178657691752
Puerto Rico,PRI,2000,,54.4369863557776
Puerto Rico,PRI,2001,,54.4795240826755
Puerto Rico,PRI,2002,,54.5935114989907
Puerto Rico,PRI,2003,,54.722311412047
Puerto Rico,PRI,2004,,54.8311530049206
Puerto Rico,PRI,2005,,54.9320163666705
Puerto Rico,PRI,2006,,55.0610001340662
Puerto Rico,PRI,2007,,55.2275607041916
Puerto Rico,PRI,2008,,55.3968338574703
Puerto Rico,PRI,2009,,55.5577089110657
Puerto Rico,PRI,2010,,55.2535331778931
Puerto Rico,PRI,2011,,54.3995104520009
Puerto Rico,PRI,2012,,53.5909206737992
Puerto Rico,PRI,2013,,53.0622007938787
Puerto Rico,PRI,2014,,52.8301821532135
Puerto Rico,PRI,2015,,52.8564600755737
Puerto Rico,PRI,2016,,53.0953677788384
Puerto Rico,PRI,2017,,54.3578779085825
Puerto Rico,PRI,2018,,55.4969605248037
Puerto Rico,PRI,2019,,55.5573739750081
Puerto Rico,PRI,2020,,55.8410282907222
Romania,ROU,2000,4.20876169,47.3028700041796
Romania,ROU,2001,4.37598133,46.8137486101034
Romania,ROU,2002,4.57694626,46.2023543760568
Romania,ROU,2003,5.37136793,45.5990821741001
Romania,ROU,2004,5.47733593,45.0713374974319
Romania,ROU,2005,5.52778196,44.7235013938328
Romania,ROU,2006,5.07106066,44.6924990146748
Romania,ROU,2007,5.02223349,44.8659733655323
Romania,ROU,2008,5.02274227,45.1708039916349
Romania,ROU,2009,5.2784133,45.6558486393944
Romania,ROU,2010,5.63998747,46.1712166992167
Romania,ROU,2011,4.47528124,46.6849893722241
Romania,ROU,2012,4.50899887,47.0859211857548
Romania,ROU,2013,5.22432709,47.3962302449571
Romania,ROU,2014,5.02789736,48.0460231839618
Romania,ROU,2015,4.94295502,48.9572601796888
Romania,ROU,2016,5.08021355,49.8906722812143
Romania,ROU,2017,5.1887908,50.9128670248701
Romania,ROU,2018,5.51800871,51.9746076994291
Romania,ROU,2019,5.7142148,53.0183319640266
Romania,ROU,2020,6.22618055,54.1194231232454
Russian Federation,RUS,2000,5.01989794,43.5652823296039
Russian Federation,RUS,2001,5.24284792,42.3668405184076
Russian Federation,RUS,2002,5.52166557,41.5231777036921
Russian Federation,RUS,2003,5.16368914,41.1118911605145
Russian Federation,RUS,2004,4.7603755,40.933146045048
Russian Federation,RUS,2005,4.77177477,40.7583002208105
Russian Federation,RUS,2006,4.76654387,40.542928781967
Russian Federation,RUS,2007,4.74792528,40.2034276919991
Russian Federation,RUS,2008,4.90364122,39.6340464969755
Russian Federation,RUS,2009,5.64392471,39.060138267231
Russian Federation,RUS,2010,4.97111797,38.642521135056
Russian Federation,RUS,2011,4.79491472,38.8324315097642
Russian Federation,RUS,2012,4.93637609,39.7122076623378
Russian Federation,RUS,2013,5.08104897,40.7840417932466
Russian Federation,RUS,2014,5.18209648,42.1236258137655
Russian Federation,RUS,2015,5.29604387,43.6560400391556
Russian Federation,RUS,2016,5.28970242,45.0865219275749
Russian Federation,RUS,2017,5.35889816,46.4109081650047
Russian Federation,RUS,2018,5.35520792,47.5290734735912
Russian Federation,RUS,2019,5.64849091,48.5943754955694
Russian Federation,RUS,2020,8.04076004,49.5678005245706
Serbia,SRB,2000,6.18357754,48.0799058920134
Serbia,SRB,2001,6.49677134,48.1518125880113
Serbia,SRB,2002,7.59296274,48.2192030424731
Serbia,SRB,2003,7.66696072,48.2837315864194
Serbia,SRB,2004,7.84200048,48.2786292134742
Serbia,SRB,2005,8.28380585,48.196334272477
Serbia,SRB,2006,8.49390411,48.0190814295974
Serbia,SRB,2007,9.37648869,47.7509427617515
Serbia,SRB,2008,9.48246479,47.4020422688159
Serbia,SRB,2009,9.34623528,47.0426888973918
Serbia,SRB,2010,9.5273037,46.707163814053
Serbia,SRB,2011,9.11380386,46.5325545822968
Serbia,SRB,2012,9.32820415,46.8453076064932
Serbia,SRB,2013,9.31232452,47.6152988175827
Serbia,SRB,2014,9.2459898,48.6099080245693
Serbia,SRB,2015,8.8132,49.7570563003371
Serbia,SRB,2016,8.45890999,50.8721349656193
Serbia,SRB,2017,8.22039318,51.9843219838154
Serbia,SRB,2018,8.53168106,53.2665314122019
Serbia,SRB,2019,8.66552734,54.6017908714794
Serbia,SRB,2020,8.70042229,55.8406068162926
Singapore,SGP,2000,3.343364,33.4053702798412
Singapore,SGP,2001,3.16302657,33.1856643975603
Singapore,SGP,2002,3.358464,33.1413664813315
Singapore,SGP,2003,3.60699272,33.040255189436
Singapore,SGP,2004,3.15019798,32.6647872830213
Singapore,SGP,2005,3.03367925,32.0662807862252
Singapore,SGP,2006,2.9347465,31.1695382893287
Singapore,SGP,2007,2.83749056,29.8728951478371
Singapore,SGP,2008,3.19488454,28.6303332765411
Singapore,SGP,2009,3.39370513,27.87340474654
Singapore,SGP,2010,3.1982615,27.3410335609054
Singapore,SGP,2011,3.1539185,26.9496478674041
Singapore,SGP,2012,3.32392788,26.8734686937048
Singapore,SGP,2013,3.68225336,27.0192311085442
Singapore,SGP,2014,3.87132597,27.3124316272141
Singapore,SGP,2015,4.18061399,27.6825611982179
Singapore,SGP,2016,4.35019255,28.1544000884945
Singapore,SGP,2017,4.31881618,28.8474686470753
Singapore,SGP,2018,4.01883841,29.5555499902006
Singapore,SGP,2019,4.35299158,30.1882050728381
Singapore,SGP,2020,5.61608791,31.1638429496119
Slovak Republic,SVK,2000,5.30256939,44.9704945905628
Slovak Republic,SVK,2001,5.3315053,43.7473693099929
Slovak Republic,SVK,2002,5.50947618,42.6108368504795
Slovak Republic,SVK,2003,5.44849873,41.6006959112054
Slovak Republic,SVK,2004,6.37190437,40.750523791546
Slovak Republic,SVK,2005,6.58870029,40.0609481106868
Slovak Republic,SVK,2006,6.85076714,39.4503846591065
Slovak Republic,SVK,2007,7.17735338,38.9500326393961
Slovak Republic,SVK,2008,6.9563446,38.6006960396032
Slovak Republic,SVK,2009,7.94779444,38.5436675449526
Slovak Republic,SVK,2010,7.66638851,38.7142612720511
Slovak Republic,SVK,2011,7.29859495,38.9901403319512
Slovak Republic,SVK,2012,7.53581381,39.4612066242009
Slovak Republic,SVK,2013,7.49518156,40.1143714089078
Slovak Republic,SVK,2014,6.88411617,40.8909492177303
Slovak Republic,SVK,2015,6.76215172,41.8080986794682
Slovak Republic,SVK,2016,7.09177732,42.9974711861622
Slovak Republic,SVK,2017,6.75699091,44.3936163689056
Slovak Republic,SVK,2018,6.66639853,45.8020130464426
Slovak Republic,SVK,2019,6.91964769,47.1743766979644
Slovak Republic,SVK,2020,7.12650204,48.4093813779099
Tajikistan,TJK,2000,4.26492405,84.8141091599029
Tajikistan,TJK,2001,4.57802534,82.1958494099529
Tajikistan,TJK,2002,4.43647242,79.6141838620057
Tajikistan,TJK,2003,4.70218658,77.2114992826189
Tajikistan,TJK,2004,4.79911184,75.0763673677751
Tajikistan,TJK,2005,5.21024704,73.0961466114903
Tajikistan,TJK,2006,5.03254795,71.2602403323497
Tajikistan,TJK,2007,5.54050112,69.7592546755616
Tajikistan,TJK,2008,5.91206694,68.5822066610905
Tajikistan,TJK,2009,5.85579777,67.5572053751767
Tajikistan,TJK,2010,5.73543453,66.671879604656
Tajikistan,TJK,2011,5.85971785,66.1456733097743
Tajikistan,TJK,2012,5.98185873,65.7413184753698
Tajikistan,TJK,2013,6.53226423,65.215142797166
Tajikistan,TJK,2014,6.6654973,64.7981575112711
Tajikistan,TJK,2015,6.90735912,64.6546579324183
Tajikistan,TJK,2016,6.96349716,64.6316867686227
Tajikistan,TJK,2017,6.85399008,64.645778430695
Tajikistan,TJK,2018,7.01381588,64.8775137072655
Tajikistan,TJK,2019,6.9476676,65.3067752248518
Tajikistan,TJK,2020,8.8903532,65.849974933617
Thailand,THA,2000,3.10125351,43.8829877665989
Thailand,THA,2001,3.02623773,43.3792360174805
Thailand,THA,2002,3.334723,42.9588444120937
Thailand,THA,2003,3.24312782,42.6269343596548
Thailand,THA,2004,3.13893151,42.3578746279834
Thailand,THA,2005,3.15972233,42.0963439239568
Thailand,THA,2006,3.09970832,41.773454802002
Thailand,THA,2007,3.19277525,41.3866114142164
Thailand,THA,2008,3.45933938,40.9922627538581
Thailand,THA,2009,3.61939645,40.6382297866718
Thailand,THA,2010,3.39009809,40.2890456323974
Thailand,THA,2011,3.56825495,39.9223743100647
Thailand,THA,2012,3.5229404,39.6234784277851
Thailand,THA,2013,3.45313334,39.4940129315302
Thailand,THA,2014,3.68448091,39.5565144682596
Thailand,THA,2015,3.8522861,39.72661984392
Thailand,THA,2016,3.93900609,39.8914360247636
Thailand,THA,2017,3.85276842,40.0618541912691
Thailand,THA,2018,3.87040329,40.3013405116213
Thailand,THA,2019,3.78911877,40.607794056073
Thailand,THA,2020,4.35724688,40.974368915158
Tunisia,TUN,2000,4.81271935,55.4608438213728
Tunisia,TUN,2001,4.86132765,53.660525234157
Tunisia,TUN,2002,5.12036419,51.9112777835838
Tunisia,TUN,2003,5.20888519,50.2584264600528
Tunisia,TUN,2004,5.19890785,48.7389360170876
Tunisia,TUN,2005,5.14555788,47.4404054705282
Tunisia,TUN,2006,5.13109922,46.3887240167153
Tunisia,TUN,2007,5.17542839,45.5415647182237
Tunisia,TUN,2008,5.1644063,44.8953248719495
Tunisia,TUN,2009,5.40595293,44.4685451077198
Tunisia,TUN,2010,5.60950756,44.2865187934696
Tunisia,TUN,2011,6.12299299,44.330555449489
Tunisia,TUN,2012,6.28984737,44.5723999969535
Tunisia,TUN,2013,6.51394987,45.0647236444453
Tunisia,TUN,2014,6.45006084,45.6850530876263
Tunisia,TUN,2015,6.21339941,46.3571118128582
Tunisia,TUN,2016,6.24778175,47.1066362415689
Tunisia,TUN,2017,6.18557453,47.8580034971682
Tunisia,TUN,2018,5.9375186,48.605731168883
Tunisia,TUN,2019,6.02461243,49.3812826199351
Tunisia,TUN,2020,7.05022287,50.0715512342682
Turkiye,TUR,2000,4.59957218,56.3172082445777
Turkiye,TUR,2001,4.88784933,55.4197844017726
Turkiye,TUR,2002,5.06227875,54.6201100107839
Turkiye,TUR,2003,5.01427698,53.9106325504308
Turkiye,TUR,2004,4.9096446,53.2784264879328
Turkiye,TUR,2005,4.89389706,52.7174114645273
Turkiye,TUR,2006,5.14591694,52.2002887151974
Turkiye,TUR,2007,5.23760796,51.7039880562328
Turkiye,TUR,2008,5.21761751,51.0570512318991
Turkiye,TUR,2009,5.49438715,50.2459919396016
Turkiye,TUR,2010,5.02053452,49.4548531901584
Turkiye,TUR,2011,4.6530509,48.7243135492246
Turkiye,TUR,2012,4.44444656,48.0371465077245
Turkiye,TUR,2013,4.37099934,47.3558028630143
Turkiye,TUR,2014,4.32517862,46.6296994569191
Turkiye,TUR,2015,4.11690426,45.9452643498497
Turkiye,TUR,2016,4.28469229,45.5909695430664
Turkiye,TUR,2017,4.17974997,45.4922047348395
Turkiye,TUR,2018,4.12101603,45.5464015844488
Turkiye,TUR,2019,4.35954332,45.9523014817405
Turkiye,TUR,2020,4.61640215,46.4852950931551
Ukraine,UKR,2000,5.30685186,45.5082031520681
Ukraine,UKR,2001,5.72534418,44.4619703115316
Ukraine,UKR,2002,5.99220037,43.7827952677339
Ukraine,UKR,2003,6.54574108,43.4992725559268
Ukraine,UKR,2004,6.16856956,43.2844447040593
Ukraine,UKR,2005,6.3461585,42.9263643308974
Ukraine,UKR,2006,6.4171896,42.5377338231405
Ukraine,UKR,2007,6.01776791,42.2913224989539
Ukraine,UKR,2008,5.49754429,41.7453667037233
Ukraine,UKR,2009,6.60991716,41.2449127726442
Ukraine,UKR,2010,6.81387615,40.8671467578984
Ukraine,UKR,2011,6.81669855,40.5166354406486
Ukraine,UKR,2012,7.11789227,40.8345526687369
Ukraine,UKR,2013,6.94358015,41.3166740567217
Ukraine,UKR,2014,7.19506168,42.0954905825425
Ukraine,UKR,2015,7.78352833,43.3341607506951
Ukraine,UKR,2016,7.55205393,44.485957567843
Ukraine,UKR,2017,7.44187737,45.6557777135064
Ukraine,UKR,2018,7.51989269,46.557661136037
Ukraine,UKR,2019,7.09175062,47.2491268952806
Ukraine,UKR,2020,7.56217051,47.8846379680524
United Kingdom,GBR,2000,7.15692902,53.4314858659264
United Kingdom,GBR,2001,7.45211363,52.8823327842176
United Kingdom,GBR,2002,7.87847328,52.4964301559527
United Kingdom,GBR,2003,8.07831287,52.357292952779
United Kingdom,GBR,2004,8.3386755,52.2157863407455
United Kingdom,GBR,2005,8.39430904,51.8275715627106
United Kingdom,GBR,2006,8.54522514,51.4008482871775
United Kingdom,GBR,2007,8.75711441,51.156186206586
United Kingdom,GBR,2008,9.04033756,51.1947226586789
United Kingdom,GBR,2009,9.84771252,51.4406852551869
United Kingdom,GBR,2010,9.78937912,51.738023164778
United Kingdom,GBR,2011,9.7956152,52.2814445132043
United Kingdom,GBR,2012,9.89160061,53.2297928414796
United Kingdom,GBR,2013,9.97822475,54.1548136779892
United Kingdom,GBR,2014,9.90305996,54.8438613424964
United Kingdom,GBR,2015,9.83625221,55.4015607117461
United Kingdom,GBR,2016,9.76546955,55.9245937420551
United Kingdom,GBR,2017,9.60016823,56.4799610873143
United Kingdom,GBR,2018,9.73837566,57.0044444123161
United Kingdom,GBR,2019,9.95388126,57.4310230968997
United Kingdom,GBR,2020,11.96547699,57.6593785251194
United States,USA,2000,12.49002552,50.0358331385231
United States,USA,2001,13.16816998,49.6385027806598
United States,USA,2002,13.99534702,49.2523674393258
United States,USA,2003,14.50558472,48.87487974038
United States,USA,2004,14.55123425,48.4979199966309
United States,USA,2005,14.57945919,48.0956829396105
United States,USA,2006,14.7087841,47.8032811357291
United States,USA,2007,14.91832638,47.7735820707482
United States,USA,2008,15.2072401,47.9187424830396
United States,USA,2009,16.20067787,48.0979715941135
United States,USA,2010,16.19723129,48.2461171671874
United States,USA,2011,16.14000893,48.5112485576045
United States,USA,2012,16.11974716,48.9935351950955
United States,USA,2013,15.98621559,49.5000913054722
United States,USA,2014,16.19414139,49.9593733476943
United States,USA,2015,16.48159981,50.3802794150685
United States,USA,2016,16.79114342,50.7885326492272
United States,USA,2017,16.7530098,51.2357569487787
United States,USA,2018,16.61530876,51.6943259864247
United States,USA,2019,16.66125298,52.1637514294348
United States,USA,2020,18.8132534,52.5896813726484
Uruguay,URY,2000,9.17182446,59.8113405108553
Uruguay,URY,2001,9.75702,59.8489216395122
Uruguay,URY,2002,9.64023018,59.8358581980962
Uruguay,URY,2003,9.57667351,59.703312305219
Uruguay,URY,2004,8.26618195,59.4505495039191
Uruguay,URY,2005,7.72390509,59.214030422378
Uruguay,URY,2006,7.70998907,58.9850686251671
Uruguay,URY,2007,7.46167231,58.6708765063403
Uruguay,URY,2008,8.09081745,58.3029599925215
Uruguay,URY,2009,7.91611385,57.8823079373983
Uruguay,URY,2010,7.87757301,57.4226662302485
Uruguay,URY,2011,7.91521358,56.9523598346889
Uruguay,URY,2012,8.03330803,56.5267544018137
Uruguay,URY,2013,8.0844841,56.1887709485469
Uruguay,URY,2014,8.038908,55.8914702038185
Uruguay,URY,2015,8.25703716,55.655253084089
Uruguay,URY,2016,8.63850975,55.467903558164
Uruguay,URY,2017,8.71701717,55.2221042886245
Uruguay,URY,2018,8.90014267,54.9160760110058
Uruguay,URY,2019,9.24069118,54.5633225323007
Uruguay,URY,2020,9.06924915,54.1627509533779
Uzbekistan,UZB,2000,5.13293362,70.5343533403284
Uzbekistan,UZB,2001,5.23737431,68.206878584831
Uzbekistan,UZB,2002,5.14164925,65.8327687506574
Uzbekistan,UZB,2003,5.1882515,63.6048706178502
Uzbekistan,UZB,2004,4.84063768,61.5072809151456
Uzbekistan,UZB,2005,4.781991,59.3766906615768
Uzbekistan,UZB,2006,4.75141335,57.1652563080568
Uzbekistan,UZB,2007,4.54267979,55.1243231431766
Uzbekistan,UZB,2008,4.70447445,53.4488462806641
Uzbekistan,UZB,2009,4.79649639,52.0994530058547
Uzbekistan,UZB,2010,5.29938841,50.9135971391737
Uzbekistan,UZB,2011,5.26245499,49.8601391184231
Uzbekistan,UZB,2012,5.54822111,49.0804585754969
Uzbekistan,UZB,2013,5.71896601,48.7263222498675
Uzbekistan,UZB,2014,4.43092394,48.8305476003008
Uzbekistan,UZB,2015,4.73596573,49.3359508232811
Uzbekistan,UZB,2016,4.71504498,50.0611692979578
Uzbekistan,UZB,2017,4.83789968,50.8221131406473
Uzbekistan,UZB,2018,5.05427122,51.7097466682868
Uzbekistan,UZB,2019,5.39747763,52.7698563917884
Uzbekistan,UZB,2020,6.71439123,53.9511270861508
"Venezuela, RB",VEN,2000,,63.1073480179797
"Venezuela, RB",VEN,2001,,62.1505961811793
"Venezuela, RB",VEN,2002,,61.1981775928077
"Venezuela, RB",VEN,2003,,60.2656616560146
"Venezuela, RB",VEN,2004,,59.3548547902397
"Venezuela, RB",VEN,2005,,58.5122487499449
"Venezuela, RB",VEN,2006,,57.7736601935159
"Venezuela, RB",VEN,2007,,57.1009620481937
"Venezuela, RB",VEN,2008,,56.4767365652723
"Venezuela, RB",VEN,2009,,55.8991914356006
"Venezuela, RB",VEN,2010,,55.3598306657652
"Venezuela, RB",VEN,2011,,54.878041791136
"Venezuela, RB",VEN,2012,,54.4459843494093
"Venezuela, RB",VEN,2013,,54.0187230989071
"Venezuela, RB",VEN,2014,,53.6012010654475
"Venezuela, RB",VEN,2015,,53.2199829831147
"Venezuela, RB",VEN,2016,,53.0083098007427
"Venezuela, RB",VEN,2017,,53.3639666664058
"Venezuela, RB",VEN,2018,2.41691327,54.5900649107737
"Venezuela, RB",VEN,2019,2.18563724,55.9638284576163
"Venezuela, RB",VEN,2020,4.11615229,56.4854585659602
Viet Nam,VNM,2000,4.10752726,59.9498221104256
Viet Nam,VNM,2001,4.80107498,57.9648902578706
Viet Nam,VNM,2002,3.87075853,56.2346454755768
Viet Nam,VNM,2003,3.94229889,54.6563872611096
Viet Nam,VNM,2004,4.08791971,53.0547414323825
Viet Nam,VNM,2005,4.31821251,51.3412154712425
Viet Nam,VNM,2006,4.56979847,49.5460786338393
Viet Nam,VNM,2007,4.62917614,47.8798783604028
Viet Nam,VNM,2008,4.36028337,46.4294210539472
Viet Nam,VNM,2009,4.48502922,45.1710967600072
Viet Nam,VNM,2010,5.07146072,44.1553936894184
Viet Nam,VNM,2011,4.97468519,43.429509513285
Viet Nam,VNM,2012,5.00178242,43.0574599485855
Viet Nam,VNM,2013,4.41233158,43.0653799174176
Viet Nam,VNM,2014,4.69078779,43.3734893031827
Viet Nam,VNM,2015,4.71140909,43.7681325303024
Viet Nam,VNM,2016,4.86994743,44.38523018963
Viet Nam,VNM,2017,4.99014759,45.3221818606231
Viet Nam,VNM,2018,5.02678823,46.123352133928
Viet Nam,VNM,2019,4.97407484,46.6054316189935
Viet Nam,VNM,2020,4.33219814,46.9641361395404
Zimbabwe,ZWE,2000,,82.7828202158217
Zimbabwe,ZWE,2001,,81.5563751508938
Zimbabwe,ZWE,2002,,81.0078961121419
Zimbabwe,ZWE,2003,,81.1534991009947
Zimbabwe,ZWE,2004,,81.6091651856766
Zimbabwe,ZWE,2005,,82.2028188716048
Zimbabwe,ZWE,2006,,82.5129279048771
Zimbabwe,ZWE,2007,,82.7732704031285
Zimbabwe,ZWE,2008,,83.4642158994641
Zimbabwe,ZWE,2009,,84.4783865020806
Zimbabwe,ZWE,2010,10.47583866,85.6706799596368
Zimbabwe,ZWE,2011,8.08288383,86.7989538485636
Zimbabwe,ZWE,2012,6.91794872,87.8594210543489
Zimbabwe,ZWE,2013,7.10940313,88.6378275042674
Zimbabwe,ZWE,2014,8.13227272,88.9275709065542
Zimbabwe,ZWE,2015,7.44982719,88.8363578945822
Zimbabwe,ZWE,2016,7.46644735,88.3275279751021
Zimbabwe,ZWE,2017,6.17278528,87.5123520945076
Zimbabwe,ZWE,2018,4.65527105,86.5168398539074
Zimbabwe,ZWE,2019,3.23267817,85.4479058285901
Zimbabwe,ZWE,2020,2.95440149,84.3843806399623
