country_id,year,v2x_polyarchy,v2x_libdem
3,1945,0.191,0.093
3,1946,0.192,0.094
3,1947,0.193,0.094
3,1948,0.193,0.094
3,1949,0.196,0.094
3,1950,0.197,0.095
3,1951,0.197,0.095
3,1952,0.197,0.095
3,1953,0.196,0.096
3,1954,0.23,0.106
3,1955,0.232,0.106
3,1956,0.233,0.106
3,1957,0.233,0.106
3,1958,0.232,0.105
3,1959,0.232,0.105
3,1960,0.231,0.106
3,1961,0.232,0.106
3,1962,0.232,0.106
3,1963,0.232,0.106
3,1964,0.231,0.105
3,1965,0.231,0.105
3,1966,0.231,0.105
3,1967,0.236,0.106
3,1968,0.236,0.106
3,1969,0.241,0.107
3,1970,0.248,0.108
3,1971,0.246,0.107
3,1972,0.249,0.109
3,1973,0.249,0.109
3,1974,0.249,0.108
3,1975,0.249,0.108
3,1976,0.261,0.111
3,1977,0.273,0.12
3,1978,0.296,0.126
3,1979,0.296,0.126
3,1980,0.299,0.128
3,1981,0.304,0.129
3,1982,0.313,0.136
3,1983,0.319,0.142
3,1984,0.319,0.142
3,1985,0.322,0.143
3,1986,0.325,0.144
3,1987,0.329,0.147
3,1988,0.343,0.158
3,1989,0.367,0.175
3,1990,0.389,0.188
3,1991,0.412,0.198
3,1992,0.437,0.212
3,1993,0.447,0.216
3,1994,0.47,0.259
3,1995,0.48,0.275
3,1996,0.508,0.289
3,1997,0.556,0.349
3,1998,0.598,0.377
3,1999,0.602,0.38
3,2000,0.664,0.481
3,2001,0.677,0.489
3,2002,0.688,0.495
3,2003,0.699,0.502
3,2004,0.71,0.511
3,2005,0.71,0.511
3,2006,0.671,0.479
3,2007,0.637,0.452
3,2008,0.642,0.455
3,2009,0.648,0.46
3,2010,0.661,0.47
3,2011,0.66,0.469
3,2012,0.649,0.461
3,2013,0.623,0.425
3,2014,0.62,0.424
3,2015,0.639,0.433
3,2016,0.64,0.433
3,2017,0.635,0.439
3,2018,0.675,0.455
3,2019,0.685,0.434
3,2020,0.663,0.406
3,2021,0.618,0.37
3,2022,0.586,0.334
3,2023,0.549,0.307
3,2024,0.505,0.251
4,1945,0.152,0.156
4,1946,0.155,0.161
4,1947,0.155,0.161
4,1948,0.155,0.161
4,1949,0.306,0.262
4,1950,0.502,0.411
4,1951,0.502,0.411
4,1952,0.502,0.411
4,1953,0.502,0.411
4,1954,0.502,0.411
4,1955,0.525,0.43
4,1956,0.525,0.43
4,1957,0.526,0.432
4,1958,0.526,0.432
4,1959,0.526,0.431
4,1960,0.526,0.431
4,1961,0.526,0.431
4,1962,0.526,0.431
4,1963,0.527,0.433
4,1964,0.527,0.434
4,1965,0.527,0.434
4,1966,0.527,0.434
4,1967,0.527,0.433
4,1968,0.527,0.432
4,1969,0.526,0.432
4,1970,0.527,0.434
4,1971,0.527,0.434
4,1972,0.527,0.434
4,1973,0.524,0.433
4,1974,0.528,0.437
4,1975,0.371,0.341
4,1976,0.731,0.62
4,1977,0.732,0.615
4,1978,0.742,0.627
4,1979,0.742,0.627
4,1980,0.221,0.176
4,1981,0.174,0.144
4,1982,0.167,0.143
4,1983,0.163,0.142
4,1984,0.163,0.142
4,1985,0.172,0.188
4,1986,0.171,0.188
4,1987,0.194,0.226
4,1988,0.623,0.477
4,1989,0.731,0.577
4,1990,0.731,0.559
4,1991,0.451,0.375
4,1992,0.755,0.63
4,1993,0.757,0.639
4,1994,0.757,0.642
4,1995,0.757,0.642
4,1996,0.768,0.653
4,1997,0.773,0.658
4,1998,0.773,0.658
4,1999,0.773,0.658
4,2000,0.784,0.667
4,2001,0.779,0.665
4,2002,0.779,0.665
4,2003,0.779,0.665
4,2004,0.779,0.665
4,2005,0.776,0.661
4,2006,0.774,0.658
4,2007,0.771,0.657
4,2008,0.772,0.658
4,2009,0.772,0.658
4,2010,0.762,0.637
4,2011,0.753,0.629
4,2012,0.753,0.63
4,2013,0.755,0.631
4,2014,0.755,0.631
4,2015,0.762,0.637
4,2016,0.767,0.63
4,2017,0.757,0.632
4,2018,0.76,0.622
4,2019,0.756,0.593
4,2020,0.76,0.641
4,2021,0.764,0.643
4,2022,0.78,0.655
4,2023,0.768,0.639
4,2024,0.768,0.637
5,1945,0.69,0.638
5,1946,0.757,0.704
5,1947,0.76,0.706
5,1948,0.759,0.706
5,1949,0.765,0.713
5,1950,0.769,0.718
5,1951,0.769,0.718
5,1952,0.77,0.72
5,1953,0.773,0.723
5,1954,0.773,0.723
5,1955,0.773,0.723
5,1956,0.772,0.722
5,1957,0.772,0.722
5,1958,0.772,0.722
5,1959,0.772,0.721
5,1960,0.776,0.727
5,1961,0.775,0.727
5,1962,0.775,0.728
5,1963,0.775,0.728
5,1964,0.776,0.728
5,1965,0.778,0.73
5,1966,0.776,0.728
5,1967,0.776,0.728
5,1968,0.776,0.728
5,1969,0.776,0.728
5,1970,0.776,0.729
5,1971,0.895,0.852
5,1972,0.895,0.856
5,1973,0.896,0.858
5,1974,0.901,0.865
5,1975,0.906,0.869
5,1976,0.908,0.871
5,1977,0.909,0.874
5,1978,0.909,0.874
5,1979,0.909,0.874
5,1980,0.911,0.876
5,1981,0.911,0.876
5,1982,0.91,0.875
5,1983,0.908,0.872
5,1984,0.908,0.872
5,1985,0.909,0.874
5,1986,0.907,0.872
5,1987,0.907,0.872
5,1988,0.908,0.873
5,1989,0.91,0.874
5,1990,0.912,0.877
5,1991,0.912,0.876
5,1992,0.912,0.876
5,1993,0.912,0.879
5,1994,0.912,0.878
5,1995,0.912,0.878
5,1996,0.912,0.878
5,1997,0.912,0.878
5,1998,0.912,0.878
5,1999,0.911,0.877
5,2000,0.911,0.877
5,2001,0.911,0.877
5,2002,0.91,0.876
5,2003,0.909,0.874
5,2004,0.909,0.874
5,2005,0.909,0.874
5,2006,0.911,0.877
5,2007,0.915,0.881
5,2008,0.915,0.881
5,2009,0.915,0.881
5,2010,0.915,0.882
5,2011,0.917,0.884
5,2012,0.918,0.887
5,2013,0.918,0.887
5,2014,0.916,0.886
5,2015,0.916,0.883
5,2016,0.917,0.884
5,2017,0.917,0.884
5,2018,0.91,0.878
5,2019,0.902,0.871
5,2020,0.902,0.87
5,2021,0.903,0.869
5,2022,0.896,0.864
5,2023,0.881,0.845
5,2024,0.881,0.845
6,1945,0.606,0.553
6,1946,0.62,0.563
6,1947,0.62,0.563
6,1948,0.619,0.563
6,1949,0.619,0.563
6,1950,0.619,0.563
6,1951,0.619,0.563
6,1952,0.619,0.564
6,1953,0.619,0.564
6,1954,0.619,0.564
6,1955,0.619,0.564
6,1956,0.617,0.562
6,1957,0.617,0.562
6,1958,0.617,0.562
6,1959,0.618,0.562
6,1960,0.622,0.567
6,1961,0.622,0.567
6,1962,0.622,0.567
6,1963,0.623,0.567
6,1964,0.624,0.57
6,1965,0.624,0.57
6,1966,0.624,0.57
6,1967,0.626,0.572
6,1968,0.625,0.572
6,1969,0.625,0.572
6,1970,0.627,0.573
6,1971,0.63,0.576
6,1972,0.856,0.791
6,1973,0.856,0.791
6,1974,0.856,0.796
6,1975,0.861,0.801
6,1976,0.862,0.802
6,1977,0.868,0.808
6,1978,0.868,0.808
6,1979,0.867,0.807
6,1980,0.871,0.811
6,1981,0.871,0.813
6,1982,0.871,0.813
6,1983,0.871,0.813
6,1984,0.871,0.815
6,1985,0.871,0.815
6,1986,0.871,0.815
6,1987,0.871,0.815
6,1988,0.871,0.814
6,1989,0.876,0.818
6,1990,0.886,0.83
6,1991,0.886,0.831
6,1992,0.883,0.827
6,1993,0.883,0.832
6,1994,0.883,0.832
6,1995,0.884,0.833
6,1996,0.889,0.838
6,1997,0.889,0.838
6,1998,0.889,0.838
6,1999,0.889,0.838
6,2000,0.889,0.838
6,2001,0.889,0.838
6,2002,0.889,0.839
6,2003,0.889,0.843
6,2004,0.888,0.843
6,2005,0.888,0.843
6,2006,0.888,0.843
6,2007,0.89,0.845
6,2008,0.897,0.852
6,2009,0.897,0.852
6,2010,0.897,0.851
6,2011,0.898,0.853
6,2012,0.905,0.861
6,2013,0.905,0.861
6,2014,0.905,0.861
6,2015,0.904,0.86
6,2016,0.903,0.858
6,2017,0.907,0.867
6,2018,0.907,0.867
6,2019,0.906,0.866
6,2020,0.902,0.856
6,2021,0.896,0.851
6,2022,0.896,0.851
6,2023,0.887,0.841
6,2024,0.894,0.847
7,1945,0.085,0.103
7,1946,0.095,0.105
7,1947,0.105,0.108
7,1948,0.105,0.108
7,1949,0.108,0.108
7,1950,0.107,0.115
7,1951,0.282,0.203
7,1952,0.291,0.206
7,1953,0.292,0.207
7,1954,0.293,0.216
7,1955,0.29,0.214
7,1956,0.29,0.213
7,1957,0.436,0.308
7,1958,0.4,0.292
7,1959,0.392,0.291
7,1960,0.351,0.268
7,1961,0.311,0.245
7,1962,0.296,0.226
7,1963,0.294,0.225
7,1964,0.287,0.217
7,1965,0.259,0.206
7,1966,0.149,0.109
7,1967,0.142,0.099
7,1968,0.143,0.099
7,1969,0.248,0.189
7,1970,0.387,0.328
7,1971,0.439,0.356
7,1972,0.148,0.11
7,1973,0.112,0.091
7,1974,0.114,0.091
7,1975,0.113,0.091
7,1976,0.113,0.091
7,1977,0.113,0.091
7,1978,0.116,0.092
7,1979,0.307,0.223
7,1980,0.542,0.413
7,1981,0.255,0.224
7,1982,0.11,0.076
7,1983,0.102,0.078
7,1984,0.1,0.078
7,1985,0.101,0.079
7,1986,0.101,0.079
7,1987,0.101,0.082
7,1988,0.101,0.088
7,1989,0.101,0.088
7,1990,0.105,0.096
7,1991,0.107,0.097
7,1992,0.174,0.114
7,1993,0.441,0.332
7,1994,0.477,0.391
7,1995,0.493,0.401
7,1996,0.519,0.43
7,1997,0.602,0.51
7,1998,0.602,0.51
7,1999,0.607,0.515
7,2000,0.671,0.58
7,2001,0.726,0.628
7,2002,0.733,0.635
7,2003,0.733,0.638
7,2004,0.744,0.648
7,2005,0.736,0.639
7,2006,0.736,0.639
7,2007,0.738,0.64
7,2008,0.737,0.639
7,2009,0.759,0.659
7,2010,0.766,0.671
7,2011,0.766,0.671
7,2012,0.776,0.67
7,2013,0.756,0.643
7,2014,0.747,0.636
7,2015,0.74,0.633
7,2016,0.731,0.618
7,2017,0.743,0.636
7,2018,0.742,0.632
7,2019,0.722,0.613
7,2020,0.719,0.606
7,2021,0.665,0.56
7,2022,0.662,0.56
7,2023,0.664,0.561
7,2024,0.669,0.567
8,1945,0.236,0.132
8,1946,0.236,0.132
8,1947,0.232,0.124
8,1948,0.207,0.112
8,1949,0.202,0.11
8,1950,0.2,0.103
8,1951,0.2,0.103
8,1952,0.2,0.103
8,1953,0.195,0.101
8,1954,0.193,0.101
8,1955,0.193,0.101
8,1956,0.193,0.101
8,1957,0.193,0.101
8,1958,0.194,0.101
8,1959,0.194,0.101
8,1960,0.189,0.099
8,1961,0.159,0.093
8,1962,0.168,0.094
8,1963,0.168,0.094
8,1964,0.164,0.093
8,1965,0.164,0.093
8,1966,0.164,0.093
8,1967,0.164,0.093
8,1968,0.164,0.093
8,1969,0.164,0.093
8,1970,0.164,0.094
8,1971,0.165,0.094
8,1972,0.165,0.094
8,1973,0.165,0.094
8,1974,0.165,0.094
8,1975,0.165,0.094
8,1976,0.165,0.094
8,1977,0.162,0.093
8,1978,0.163,0.093
8,1979,0.163,0.093
8,1980,0.162,0.093
8,1981,0.178,0.097
8,1982,0.178,0.097
8,1983,0.178,0.097
8,1984,0.179,0.119
8,1985,0.18,0.119
8,1986,0.18,0.119
8,1987,0.178,0.12
8,1988,0.178,0.119
8,1989,0.186,0.122
8,1990,0.223,0.14
8,1991,0.253,0.15
8,1992,0.253,0.15
8,1993,0.264,0.161
8,1994,0.391,0.292
8,1995,0.654,0.521
8,1996,0.659,0.553
8,1997,0.659,0.553
8,1998,0.664,0.554
8,1999,0.705,0.59
8,2000,0.743,0.628
8,2001,0.743,0.628
8,2002,0.743,0.628
8,2003,0.743,0.627
8,2004,0.759,0.637
8,2005,0.77,0.647
8,2006,0.768,0.648
8,2007,0.768,0.651
8,2008,0.766,0.648
8,2009,0.767,0.65
8,2010,0.77,0.662
8,2011,0.77,0.658
8,2012,0.772,0.661
8,2013,0.76,0.645
8,2014,0.752,0.637
8,2015,0.755,0.649
8,2016,0.752,0.646
8,2017,0.743,0.627
8,2018,0.747,0.639
8,2019,0.721,0.617
8,2020,0.723,0.606
8,2021,0.725,0.607
8,2022,0.713,0.605
8,2023,0.705,0.6
8,2024,0.734,0.652
9,1945,0.183,0.201
9,1946,0.311,0.279
9,1947,0.371,0.357
9,1948,0.372,0.365
9,1949,0.375,0.367
9,1950,0.376,0.367
9,1951,0.376,0.367
9,1952,0.617,0.553
9,1953,0.785,0.706
9,1954,0.785,0.706
9,1955,0.819,0.739
9,1956,0.828,0.747
9,1957,0.828,0.747
9,1958,0.835,0.754
9,1959,0.839,0.759
9,1960,0.839,0.759
9,1961,0.837,0.76
9,1962,0.837,0.76
9,1963,0.837,0.76
9,1964,0.842,0.763
9,1965,0.842,0.763
9,1966,0.842,0.763
9,1967,0.839,0.761
9,1968,0.839,0.761
9,1969,0.839,0.761
9,1970,0.838,0.753
9,1971,0.841,0.756
9,1972,0.841,0.758
9,1973,0.842,0.761
9,1974,0.842,0.761
9,1975,0.842,0.761
9,1976,0.842,0.76
9,1977,0.841,0.757
9,1978,0.841,0.757
9,1979,0.84,0.758
9,1980,0.842,0.76
9,1981,0.842,0.76
9,1982,0.842,0.76
9,1983,0.843,0.76
9,1984,0.843,0.76
9,1985,0.845,0.762
9,1986,0.844,0.761
9,1987,0.842,0.759
9,1988,0.842,0.759
9,1989,0.842,0.759
9,1990,0.845,0.763
9,1991,0.844,0.763
9,1992,0.844,0.763
9,1993,0.845,0.762
9,1994,0.845,0.768
9,1995,0.845,0.768
9,1996,0.845,0.768
9,1997,0.844,0.768
9,1998,0.844,0.768
9,1999,0.844,0.768
9,2000,0.845,0.77
9,2001,0.845,0.77
9,2002,0.845,0.77
9,2003,0.845,0.77
9,2004,0.845,0.77
9,2005,0.847,0.772
9,2006,0.852,0.777
9,2007,0.852,0.777
9,2008,0.857,0.781
9,2009,0.859,0.785
9,2010,0.857,0.783
9,2011,0.857,0.783
9,2012,0.85,0.776
9,2013,0.823,0.749
9,2014,0.823,0.747
9,2015,0.825,0.748
9,2016,0.825,0.748
9,2017,0.823,0.747
9,2018,0.84,0.76
9,2019,0.838,0.762
9,2020,0.836,0.748
9,2021,0.827,0.738
9,2022,0.823,0.738
9,2023,0.828,0.742
9,2024,0.82,0.734
10,1945,0.13,0.08
10,1946,0.165,0.115
10,1947,0.193,0.124
10,1948,0.219,0.144
10,1949,0.223,0.145
10,1950,0.223,0.145
10,1951,0.256,0.155
10,1952,0.392,0.26
10,1953,0.429,0.283
10,1954,0.429,0.283
10,1955,0.429,0.283
10,1956,0.423,0.282
10,1957,0.42,0.281
10,1958,0.402,0.269
10,1959,0.402,0.269
10,1960,0.416,0.275
10,1961,0.422,0.278
10,1962,0.129,0.054
10,1963,0.077,0.017
10,1964,0.069,0.016
10,1965,0.069,0.015
10,1966,0.069,0.014
10,1967,0.069,0.014
10,1968,0.069,0.014
10,1969,0.069,0.014
10,1970,0.069,0.014
10,1971,0.069,0.014
10,1972,0.069,0.014
10,1973,0.069,0.014
10,1974,0.073,0.016
10,1975,0.073,0.019
10,1976,0.135,0.027
10,1977,0.135,0.027
10,1978,0.135,0.027
10,1979,0.135,0.027
10,1980,0.137,0.026
10,1981,0.137,0.026
10,1982,0.137,0.026
10,1983,0.137,0.026
10,1984,0.137,0.026
10,1985,0.137,0.026
10,1986,0.137,0.026
10,1987,0.137,0.026
10,1988,0.124,0.015
10,1989,0.089,0.016
10,1990,0.115,0.02
10,1991,0.094,0.017
10,1992,0.094,0.017
10,1993,0.094,0.017
10,1994,0.094,0.017
10,1995,0.094,0.017
10,1996,0.094,0.017
10,1997,0.094,0.017
10,1998,0.094,0.017
10,1999,0.094,0.017
10,2000,0.094,0.017
10,2001,0.094,0.017
10,2002,0.094,0.017
10,2003,0.094,0.017
10,2004,0.094,0.017
10,2005,0.094,0.017
10,2006,0.095,0.017
10,2007,0.095,0.017
10,2008,0.095,0.018
10,2009,0.097,0.018
10,2010,0.118,0.032
10,2011,0.22,0.109
10,2012,0.3,0.133
10,2013,0.355,0.16
10,2014,0.352,0.165
10,2015,0.366,0.183
10,2016,0.399,0.233
10,2017,0.4,0.234
10,2018,0.395,0.239
10,2019,0.422,0.255
10,2020,0.427,0.261
10,2021,0.107,0.02
10,2022,0.092,0.016
10,2023,0.08,0.015
10,2024,0.083,0.016
11,1945,0.094,0.015
11,1946,0.099,0.015
11,1947,0.099,0.015
11,1948,0.099,0.015
11,1949,0.099,0.015
11,1950,0.102,0.015
11,1951,0.103,0.015
11,1952,0.103,0.015
11,1953,0.103,0.016
11,1954,0.105,0.021
11,1955,0.105,0.021
11,1956,0.105,0.023
11,1957,0.105,0.023
11,1958,0.106,0.024
11,1959,0.107,0.024
11,1960,0.106,0.024
11,1961,0.106,0.024
11,1962,0.096,0.023
11,1963,0.093,0.023
11,1964,0.093,0.023
11,1965,0.093,0.023
11,1966,0.092,0.023
11,1967,0.091,0.023
11,1968,0.091,0.023
11,1969,0.091,0.023
11,1970,0.101,0.024
11,1971,0.109,0.025
11,1972,0.109,0.025
11,1973,0.108,0.025
11,1974,0.108,0.025
11,1975,0.108,0.025
11,1976,0.108,0.025
11,1977,0.108,0.025
11,1978,0.108,0.025
11,1979,0.109,0.025
11,1980,0.109,0.028
11,1981,0.109,0.028
11,1982,0.109,0.028
11,1983,0.109,0.027
11,1984,0.106,0.026
11,1985,0.109,0.029
11,1986,0.117,0.037
11,1987,0.143,0.041
11,1988,0.144,0.042
11,1989,0.174,0.062
11,1990,0.236,0.095
11,1991,0.255,0.129
11,1992,0.498,0.294
11,1993,0.479,0.294
11,1994,0.477,0.291
11,1995,0.476,0.296
11,1996,0.463,0.288
11,1997,0.458,0.281
11,1998,0.458,0.28
11,1999,0.462,0.282
11,2000,0.407,0.219
11,2001,0.38,0.201
11,2002,0.351,0.176
11,2003,0.339,0.166
11,2004,0.326,0.153
11,2005,0.325,0.15
11,2006,0.323,0.148
11,2007,0.316,0.146
11,2008,0.305,0.137
11,2009,0.311,0.14
11,2010,0.309,0.136
11,2011,0.297,0.132
11,2012,0.28,0.12
11,2013,0.277,0.115
11,2014,0.269,0.108
11,2015,0.267,0.107
11,2016,0.264,0.106
11,2017,0.263,0.106
11,2018,0.266,0.104
11,2019,0.263,0.102
11,2020,0.256,0.095
11,2021,0.245,0.092
11,2022,0.207,0.069
11,2023,0.19,0.062
11,2024,0.172,0.056
12,1945,0.045,0.031
12,1946,0.07,0.04
12,1947,0.161,0.054
12,1948,0.16,0.054
12,1949,0.164,0.055
12,1950,0.17,0.056
12,1951,0.172,0.056
12,1952,0.172,0.056
12,1953,0.172,0.056
12,1954,0.173,0.056
12,1955,0.174,0.056
12,1956,0.174,0.056
12,1957,0.174,0.056
12,1958,0.173,0.056
12,1959,0.173,0.056
12,1960,0.174,0.056
12,1961,0.174,0.056
12,1962,0.174,0.056
12,1963,0.175,0.057
12,1964,0.175,0.057
12,1965,0.175,0.057
12,1966,0.174,0.056
12,1967,0.173,0.056
12,1968,0.173,0.056
12,1969,0.173,0.056
12,1970,0.173,0.056
12,1971,0.174,0.056
12,1972,0.174,0.056
12,1973,0.174,0.056
12,1974,0.174,0.056
12,1975,0.173,0.056
12,1976,0.173,0.058
12,1977,0.173,0.058
12,1978,0.173,0.058
12,1979,0.173,0.058
12,1980,0.173,0.058
12,1981,0.173,0.058
12,1982,0.173,0.058
12,1983,0.172,0.058
12,1984,0.172,0.058
12,1985,0.172,0.058
12,1986,0.172,0.058
12,1987,0.174,0.058
12,1988,0.174,0.058
12,1989,0.174,0.058
12,1990,0.188,0.073
12,1991,0.366,0.262
12,1992,0.421,0.337
12,1993,0.417,0.322
12,1994,0.417,0.34
12,1995,0.427,0.347
12,1996,0.386,0.324
12,1997,0.372,0.314
12,1998,0.391,0.324
12,1999,0.396,0.332
12,2000,0.409,0.347
12,2001,0.44,0.371
12,2002,0.482,0.398
12,2003,0.488,0.401
12,2004,0.486,0.407
12,2005,0.518,0.429
12,2006,0.553,0.451
12,2007,0.547,0.448
12,2008,0.552,0.454
12,2009,0.545,0.451
12,2010,0.55,0.449
12,2011,0.55,0.449
12,2012,0.547,0.449
12,2013,0.521,0.435
12,2014,0.527,0.443
12,2015,0.524,0.442
12,2016,0.523,0.441
12,2017,0.537,0.44
12,2018,0.523,0.432
12,2019,0.512,0.424
12,2020,0.526,0.44
12,2021,0.525,0.438
12,2022,0.52,0.433
12,2023,0.507,0.398
12,2024,0.507,0.396
13,1945,0.15,0.184
13,1946,0.151,0.184
13,1947,0.151,0.184
13,1948,0.151,0.184
13,1949,0.151,0.184
13,1950,0.178,0.194
13,1951,0.177,0.194
13,1952,0.15,0.179
13,1953,0.066,0.1
13,1954,0.058,0.093
13,1955,0.058,0.092
13,1956,0.091,0.097
13,1957,0.168,0.139
13,1958,0.153,0.111
13,1959,0.15,0.108
13,1960,0.164,0.122
13,1961,0.148,0.115
13,1962,0.126,0.1
13,1963,0.149,0.105
13,1964,0.178,0.137
13,1965,0.183,0.145
13,1966,0.182,0.145
13,1967,0.182,0.143
13,1968,0.181,0.143
13,1969,0.179,0.142
13,1970,0.188,0.147
13,1971,0.204,0.166
13,1972,0.197,0.165
13,1973,0.198,0.165
13,1974,0.198,0.165
13,1975,0.198,0.165
13,1976,0.207,0.167
13,1977,0.209,0.165
13,1978,0.209,0.164
13,1979,0.202,0.162
13,1980,0.181,0.124
13,1981,0.188,0.166
13,1982,0.216,0.174
13,1983,0.216,0.172
13,1984,0.215,0.172
13,1985,0.214,0.172
13,1986,0.219,0.175
13,1987,0.219,0.173
13,1988,0.221,0.174
13,1989,0.224,0.174
13,1990,0.222,0.165
13,1991,0.211,0.162
13,1992,0.211,0.162
13,1993,0.216,0.163
13,1994,0.215,0.16
13,1995,0.214,0.161
13,1996,0.215,0.161
13,1997,0.214,0.16
13,1998,0.215,0.159
13,1999,0.215,0.159
13,2000,0.216,0.157
13,2001,0.208,0.154
13,2002,0.208,0.154
13,2003,0.208,0.154
13,2004,0.21,0.154
13,2005,0.21,0.155
13,2006,0.213,0.155
13,2007,0.214,0.156
13,2008,0.214,0.157
13,2009,0.212,0.157
13,2010,0.214,0.155
13,2011,0.206,0.124
13,2012,0.296,0.16
13,2013,0.187,0.097
13,2014,0.135,0.085
13,2015,0.155,0.095
13,2016,0.178,0.123
13,2017,0.177,0.116
13,2018,0.177,0.113
13,2019,0.174,0.121
13,2020,0.175,0.121
13,2021,0.181,0.122
13,2022,0.184,0.129
13,2023,0.188,0.128
13,2024,0.186,0.129
14,1945,0.018,0.012
14,1946,0.018,0.012
14,1947,0.018,0.012
14,1948,0.018,0.012
14,1949,0.018,0.018
14,1950,0.018,0.018
14,1951,0.018,0.018
14,1952,0.018,0.018
14,1953,0.018,0.023
14,1954,0.018,0.028
14,1955,0.018,0.028
14,1956,0.018,0.028
14,1957,0.018,0.028
14,1958,0.019,0.028
14,1959,0.019,0.028
14,1960,0.019,0.032
14,1961,0.019,0.032
14,1962,0.017,0.031
14,1963,0.024,0.042
14,1964,0.024,0.043
14,1965,0.023,0.043
14,1966,0.023,0.043
14,1967,0.022,0.036
14,1968,0.024,0.036
14,1969,0.027,0.036
14,1970,0.027,0.036
14,1971,0.112,0.068
14,1972,0.116,0.06
14,1973,0.116,0.061
14,1974,0.118,0.067
14,1975,0.094,0.054
14,1976,0.094,0.054
14,1977,0.092,0.053
14,1978,0.09,0.059
14,1979,0.089,0.06
14,1980,0.09,0.06
14,1981,0.09,0.06
14,1982,0.09,0.06
14,1983,0.09,0.06
14,1984,0.09,0.06
14,1985,0.09,0.06
14,1986,0.09,0.06
14,1987,0.09,0.058
14,1988,0.13,0.064
14,1989,0.171,0.071
14,1990,0.225,0.115
14,1991,0.281,0.152
14,1992,0.279,0.151
14,1993,0.309,0.162
14,1994,0.319,0.148
14,1995,0.298,0.131
14,1996,0.298,0.131
14,1997,0.279,0.132
14,1998,0.266,0.128
14,1999,0.263,0.127
14,2000,0.264,0.134
14,2001,0.264,0.134
14,2002,0.264,0.136
14,2003,0.277,0.149
14,2004,0.281,0.15
14,2005,0.282,0.15
14,2006,0.285,0.151
14,2007,0.285,0.15
14,2008,0.286,0.151
14,2009,0.286,0.151
14,2010,0.288,0.154
14,2011,0.309,0.142
14,2012,0.359,0.164
14,2013,0.331,0.147
14,2014,0.301,0.117
14,2015,0.184,0.07
14,2016,0.113,0.037
14,2017,0.111,0.035
14,2018,0.113,0.034
14,2019,0.118,0.038
14,2020,0.114,0.034
14,2021,0.115,0.032
14,2022,0.124,0.041
14,2023,0.128,0.045
14,2024,0.127,0.047
15,1945,0.263,0.198
15,1946,0.262,0.182
15,1947,0.251,0.177
15,1948,0.208,0.153
15,1949,0.179,0.077
15,1950,0.144,0.058
15,1951,0.176,0.122
15,1952,0.177,0.123
15,1953,0.132,0.109
15,1954,0.099,0.1
15,1955,0.099,0.101
15,1956,0.099,0.101
15,1957,0.1,0.103
15,1958,0.228,0.181
15,1959,0.336,0.242
15,1960,0.349,0.248
15,1961,0.353,0.251
15,1962,0.356,0.252
15,1963,0.357,0.252
15,1964,0.356,0.251
15,1965,0.356,0.251
15,1966,0.356,0.251
15,1967,0.355,0.251
15,1968,0.354,0.253
15,1969,0.353,0.253
15,1970,0.349,0.253
15,1971,0.364,0.26
15,1972,0.371,0.262
15,1973,0.371,0.261
15,1974,0.417,0.282
15,1975,0.448,0.301
15,1976,0.448,0.304
15,1977,0.449,0.307
15,1978,0.429,0.283
15,1979,0.412,0.273
15,1980,0.409,0.273
15,1981,0.409,0.273
15,1982,0.411,0.28
15,1983,0.47,0.321
15,1984,0.46,0.32
15,1985,0.458,0.321
15,1986,0.45,0.311
15,1987,0.448,0.311
15,1988,0.449,0.306
15,1989,0.449,0.306
15,1990,0.472,0.321
15,1991,0.513,0.393
15,1992,0.557,0.429
15,1993,0.557,0.431
15,1994,0.557,0.431
15,1995,0.563,0.435
15,1996,0.554,0.43
15,1997,0.554,0.43
15,1998,0.544,0.424
15,1999,0.539,0.42
15,2000,0.548,0.426
15,2001,0.549,0.425
15,2002,0.538,0.422
15,2003,0.545,0.432
15,2004,0.546,0.433
15,2005,0.551,0.439
15,2006,0.573,0.453
15,2007,0.589,0.468
15,2008,0.588,0.468
15,2009,0.592,0.472
15,2010,0.626,0.501
15,2011,0.661,0.542
15,2012,0.664,0.544
15,2013,0.669,0.542
15,2014,0.682,0.553
15,2015,0.687,0.557
15,2016,0.688,0.557
15,2017,0.685,0.554
15,2018,0.67,0.538
15,2019,0.659,0.515
15,2020,0.645,0.497
15,2021,0.658,0.502
15,2022,0.696,0.559
15,2023,0.709,0.571
15,2024,0.701,0.557
17,1945,0.16,0.104
17,1946,0.164,0.104
17,1947,0.18,0.108
17,1948,0.178,0.105
17,1949,0.172,0.103
17,1950,0.173,0.102
17,1951,0.173,0.103
17,1952,0.172,0.103
17,1953,0.169,0.102
17,1954,0.169,0.102
17,1955,0.169,0.102
17,1956,0.17,0.109
17,1957,0.196,0.134
17,1958,0.197,0.135
17,1959,0.197,0.135
17,1960,0.197,0.135
17,1961,0.19,0.133
17,1962,0.187,0.132
17,1963,0.187,0.132
17,1964,0.187,0.132
17,1965,0.186,0.132
17,1966,0.187,0.132
17,1967,0.187,0.132
17,1968,0.187,0.131
17,1969,0.186,0.132
17,1970,0.185,0.132
17,1971,0.188,0.134
17,1972,0.191,0.135
17,1973,0.191,0.134
17,1974,0.191,0.135
17,1975,0.191,0.135
17,1976,0.186,0.133
17,1977,0.185,0.133
17,1978,0.185,0.134
17,1979,0.185,0.134
