country,ISO3,year,gdp_per_capita,co2_per_capita
Tunisia,TUN,2004,10206.8982909609,2.173355
Tunisia,TUN,2005,10470.7813980127,2.1984317
Tunisia,TUN,2006,10923.0222817292,2.220099
Tunisia,TUN,2007,11549.5318189658,2.3550868
Tunisia,TUN,2008,11923.7170830843,2.4223328
Tunisia,TUN,2009,12161.9677634948,2.3871565
Tunisia,TUN,2010,12389.1966609297,2.6135979
Tunisia,TUN,2011,12001.7991352202,2.4284801
Tunisia,TUN,2012,12367.4427221416,2.5849197
Tunisia,TUN,2013,12518.2014392516,2.543059
Tunisia,TUN,2014,12752.9007303641,2.6336272
Tunisia,TUN,2015,12731.7906334553,2.7554328
Tunisia,TUN,2016,12732.897042548,2.6538243
Tunisia,TUN,2017,12881.7170725617,2.6841588
Tunisia,TUN,2018,13090.6199760753,2.6462247
Tunisia,TUN,2019,13175.7787786723,2.556072
Tunisia,TUN,2020,11889.2918309025,2.3793378
Tunisia,TUN,2021,12375.3429338664,2.586767
Tunisia,TUN,2022,12632.0392214109,2.6360955
Tunisia,TUN,2023,12552.9866903456,2.6878552
Ukraine,UKR,2000,10364.0625,5.7646046
Ukraine,UKR,2001,11379.3857421875,6.1883736
Ukraine,UKR,2002,12092.7890625,6.0788355
Ukraine,UKR,2003,13342.8798828125,6.359202
Ukraine,UKR,2004,15021.06640625,6.4741426
Ukraine,UKR,2005,15610.5732421875,6.5887823
Ukraine,UKR,2006,16901.5078125,7.044654
Ukraine,UKR,2007,18374.013671875,7.1568184
Ukraine,UKR,2008,18883.986328125,6.962613
Ukraine,UKR,2009,16092.7958984375,5.9539123
Ukraine,UKR,2010,16811.794921875,6.336449
Ukraine,UKR,2011,17783.95703125,6.659274
Ukraine,UKR,2012,17848.740234375,6.58784
Ukraine,UKR,2013,17889.091796875,6.4491696
Ukraine,UKR,2014,16978.8125,5.604219
Ukraine,UKR,2015,15403.7099609375,4.887808
Ukraine,UKR,2016,15856.8125,5.128837
Ukraine,UKR,2017,16310.3603515625,4.9097815
Ukraine,UKR,2018,16978.984375,5.124302
Ukraine,UKR,2019,17636.5546875,4.9367437
Ukraine,UKR,2020,17092.5390625,4.6290064
Ukraine,UKR,2021,17846.408203125,4.744018
Ukraine,UKR,2022,13787.12109375,3.4380214
Ukraine,UKR,2023,15885.2255859375,3.6164997
Uruguay,URY,2000,18812.9810312217,1.612906
Uruguay,URY,2001,18045.3380747251,1.5363879
Uruguay,URY,2002,16626.6312064146,1.3900576
Uruguay,URY,2003,16748.6771824629,1.3796713
Uruguay,URY,2004,17576.2980192753,1.694986
Uruguay,URY,2005,18872.4353515664,1.7428925
Uruguay,URY,2006,19623.6301498778,2.0055277
Uruguay,URY,2007,20871.4825726383,1.8049499
Uruguay,URY,2008,22321.6691344208,2.4837434
Uruguay,URY,2009,23213.2549631487,2.4008095
Uruguay,URY,2010,24960.666663225,1.8978127
Uruguay,URY,2011,26184.1151409099,2.3003109
Uruguay,URY,2012,27040.849131823,2.5759757
Uruguay,URY,2013,28210.840212654,2.2385888
Uruguay,URY,2014,29029.1041532938,1.9904869
Uruguay,URY,2015,29035.6573446657,2.0007167
Uruguay,URY,2016,29427.8652876993,1.928711
Uruguay,URY,2017,29859.1279426465,1.8176447
Uruguay,URY,2018,29854.6188930912,1.9346937
Uruguay,URY,2019,30108.0750507886,1.8866792
Uruguay,URY,2020,27871.6004788618,1.904633
Uruguay,URY,2021,29441.4774869654,2.3061328
Uruguay,URY,2022,30879.9288178994,2.3061523
Uruguay,URY,2023,31019.3113912098,2.3216877
United States,USA,2000,55038.6224962336,21.3516
United States,USA,2001,55017.3049779076,20.781443
United States,USA,2002,55436.116979089,20.712759
United States,USA,2003,56498.2078306327,20.731213
United States,USA,2004,58131.6336824976,20.877537
United States,USA,2005,59604.7536359083,20.736687
United States,USA,2006,60676.565569186,20.261381
United States,USA,2007,61306.5969389997,20.308899
United States,USA,2008,60798.4338395386,19.395721
United States,USA,2009,58714.9736881612,17.793211
United States,USA,2010,59799.2868624573,18.259068
United States,USA,2011,60294.978803066,17.656883
United States,USA,2012,61224.405542414,16.852186
United States,USA,2013,62089.3482369609,17.119566
United States,USA,2014,63191.2477805927,17.11055
United States,USA,2015,64575.4081869043,16.485855
United States,USA,2016,65275.5718178599,15.95766
United States,USA,2017,66458.0233734963,15.689614
United States,USA,2018,68070.213421811,16.05042
United States,USA,2019,69511.7634409067,15.578155
United States,USA,2020,67352.3871392801,13.889589
United States,USA,2021,71318.3073592183,14.793604
United States,USA,2022,72841.9243127082,14.870763
United States,USA,2023,74577.5065396723,14.299027
Uzbekistan,UZB,2000,3410.65044992005,4.981535
Uzbekistan,UZB,2001,3509.72863761804,5.0306907
Uzbekistan,UZB,2002,3604.69346202628,5.219509
Uzbekistan,UZB,2003,3711.77853054539,5.0676107
Uzbekistan,UZB,2004,3939.53039815001,4.9597
Uzbekistan,UZB,2005,4160.95512970835,4.6135817
Uzbekistan,UZB,2006,4413.72281227405,4.6781006
Uzbekistan,UZB,2007,4764.56391427679,4.573087
Uzbekistan,UZB,2008,5115.64391465755,4.6695604
Uzbekistan,UZB,2009,5439.55068124018,3.9094558
Uzbekistan,UZB,2010,5760.80511957973,3.7929955
Uzbekistan,UZB,2011,6100.25100998477,4.0507755
Uzbekistan,UZB,2012,6435.5646722667,4.0618796
Uzbekistan,UZB,2013,6797.77494784376,3.777604
Uzbekistan,UZB,2014,7145.10980664116,3.5535774
Uzbekistan,UZB,2015,7529.7636427451,3.372301
Uzbekistan,UZB,2016,7839.97820100497,3.5205607
Uzbekistan,UZB,2017,8047.05375469459,3.4234405
Uzbekistan,UZB,2018,8348.96057873435,3.15963
Uzbekistan,UZB,2019,8755.12593985156,3.2892537
Uzbekistan,UZB,2020,8727.41104939381,3.2641847
Uzbekistan,UZB,2021,9247.6438270393,3.5113323
Uzbekistan,UZB,2022,9607.56167273728,3.578784
Uzbekistan,UZB,2023,10007.6855026198,3.4995937
Zimbabwe,ZWE,2000,4071.02200147984,1.161666
Zimbabwe,ZWE,2001,4102.08670475568,1.0448444
Zimbabwe,ZWE,2002,3701.45807849115,0.9841349
Zimbabwe,ZWE,2003,3036.05574879927,0.86734307
Zimbabwe,ZWE,2004,2828.84558050206,0.7624744
Zimbabwe,ZWE,2005,2642.17436757019,0.85701835
Zimbabwe,ZWE,2006,2519.82935910755,0.8202858
Zimbabwe,ZWE,2007,2395.99073035675,0.7681306
Zimbabwe,ZWE,2008,1949.03642916443,0.5957278
Zimbabwe,ZWE,2009,2152.79528477552,0.6277054
Zimbabwe,ZWE,2010,2572.76999242178,0.655412
Zimbabwe,ZWE,2011,2897.10091885505,0.7622593
Zimbabwe,ZWE,2012,3299.25984716144,0.81443775
Zimbabwe,ZWE,2013,3357.12826908481,0.83285093
Zimbabwe,ZWE,2014,3360.55217283312,0.8408449
Zimbabwe,ZWE,2015,3382.92313299242,0.83456004
Zimbabwe,ZWE,2016,3366.34428993248,0.72471976
Zimbabwe,ZWE,2017,3453.50970838715,0.6634106
Zimbabwe,ZWE,2018,3572.98358928518,0.74531716
Zimbabwe,ZWE,2019,3294.80608355087,0.67204034
Zimbabwe,ZWE,2020,2987.26982296616,0.5470852
Zimbabwe,ZWE,2021,3184.78545138737,0.64591527
Zimbabwe,ZWE,2022,3323.1219315624,0.64876056
Zimbabwe,ZWE,2023,3442.25132658294,0.68320066
